שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
צור נתן,1148,215,171,2,169,53,0,0,0,0,0,13,0,0,0,0,15,2,44,5,0,0,0,0,32,0,0,4,0,0,1
צוריאל,774,256,199,0,199,26,1,0,0,0,0,11,0,0,0,0,15,2,114,1,0,0,0,0,10,0,0,1,4,1,13
צורית,1221,567,464,1,463,241,2,0,0,0,0,23,0,0,0,0,21,8,37,28,1,0,1,0,91,0,0,5,2,0,3
ציפורי,613,588,458,3,455,201,2,0,0,0,0,24,0,1,0,0,24,9,57,42,0,0,0,0,84,0,1,9,1,0,0
צלפון,796,575,439,9,430,24,3,0,0,0,0,42,0,0,0,0,53,2,235,5,0,0,0,0,17,0,0,2,19,0,28
צנדלה,636,1098,745,1,744,2,0,736,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0
צפריה,594,444,395,3,392,9,5,0,0,0,0,185,0,0,0,0,20,0,91,2,0,0,0,0,23,0,0,4,43,0,10
צפרירים,1079,282,205,1,204,56,2,0,0,0,1,7,0,0,0,0,27,6,44,28,0,0,0,0,9,0,2,5,2,0,15
צפת,8000,21978,14278,187,14091,672,1404,166,0,0,3,1008,1,1,0,1,663,1122,4019,63,10,2,10,8,404,1,22,158,2273,5,2075
צרופה,612,662,523,2,521,115,13,0,0,0,0,34,0,0,0,1,78,7,170,15,0,0,0,0,45,0,1,8,23,0,11
צרעה,567,814,539,0,539,346,1,15,0,0,0,9,0,0,0,0,10,0,19,91,0,0,0,2,40,0,0,6,0,0,0
קבועה (שבט),1234,616,206,3,203,32,1,125,0,0,0,1,0,2,0,0,0,0,4,0,0,1,0,14,1,0,1,2,17,1,1
קבוצת יבנה,334,637,476,0,476,74,0,2,0,0,0,205,0,0,0,0,20,3,70,9,6,0,0,0,70,0,0,5,10,0,2
קדומים,3557,2382,2053,8,2045,5,12,0,0,0,0,1332,0,0,0,0,13,14,410,2,0,0,0,0,6,0,2,3,228,0,18
קדימה-צורן,195,13273,10329,56,10273,3293,33,10,1,0,2,507,2,0,0,0,950,295,2108,480,4,0,0,0,1861,4,5,127,101,12,478
קדמת צבי,4025,306,222,1,221,96,0,0,0,0,0,15,0,0,0,0,12,6,39,5,0,0,0,0,42,0,0,6,0,0,0
קדר,3781,822,660,4,656,38,3,0,0,0,2,88,0,0,0,0,48,7,373,1,2,0,0,0,40,0,0,21,14,0,19
קדרון,615,1077,867,1,866,474,4,1,0,0,0,22,0,0,0,0,50,4,57,74,0,0,0,0,156,1,2,14,2,0,5
קדרים,1211,127,87,0,87,43,0,0,0,0,0,1,0,0,0,0,6,0,10,16,0,0,0,0,9,0,0,1,1,0,0
קודייראת א-צאנע(ש,964,1108,386,4,382,16,0,350,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,7,0,2,0,2,1,0,0
קוואעין (שבט),972,413,309,0,309,1,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
קוממיות,766,233,135,1,134,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
קורנית,1179,570,444,0,444,223,0,0,0,0,0,6,0,0,0,0,19,2,38,83,0,0,0,0,71,0,0,2,0,0,0
קטורה,1052,447,225,0,225,110,1,3,0,0,0,8,0,0,0,0,12,12,10,45,0,0,0,0,20,0,0,4,0,0,0
קיסריה,1167,4228,2859,11,2848,1072,4,7,0,0,0,120,0,0,0,0,190,37,649,204,0,0,0,0,487,0,1,53,11,1,12
קלחים,414,323,250,1,249,92,0,2,0,0,0,9,0,0,0,0,14,1,43,27,1,0,0,0,19,0,0,1,13,0,27
קליה,3601,330,255,1,254,72,0,0,0,0,0,47,0,0,0,0,29,3,35,7,3,0,0,0,49,0,0,8,1,0,0
קלנסווה,638,12163,8610,54,8556,71,3,8258,1,0,0,8,0,0,0,7,13,4,42,101,0,0,2,34,3,0,4,0,1,0,4
קלע,4024,156,95,2,93,33,0,0,0,0,0,6,0,0,0,0,7,6,17,2,0,0,0,1,15,0,0,6,0,0,0
קציר,1243,1964,1386,11,1375,537,3,8,0,0,0,65,0,0,0,0,114,99,191,143,1,0,0,1,158,0,0,41,5,2,7
קצר א-סר,1347,599,355,2,353,4,0,315,0,0,0,1,0,1,0,4,1,0,3,7,0,0,1,10,1,0,0,1,0,0,4
קצרין,4100,5769,3556,48,3508,463,12,6,0,0,2,400,0,0,0,0,384,651,900,48,5,2,0,0,321,1,2,85,138,5,83
קרית אונו,2620,26750,20608,154,20454,7208,103,32,0,0,5,1052,3,0,0,0,1797,446,4176,1223,9,4,1,2,3458,2,14,191,208,15,505
קרית ארבע,3611,4492,3340,21,3319,30,11,1,0,0,0,1141,0,0,0,0,47,159,834,10,2,0,5,0,15,0,1,21,1006,2,34
קרית אתא,6800,44765,29977,358,29619,4353,678,19,2,1,2,2178,9,4,0,0,3359,2519,10496,262,6,4,7,1,2654,3,17,331,801,24,1889
קרית ביאליק,9500,33918,22962,237,22725,5715,326,13,2,0,2,900,0,2,0,0,2549,1831,6703,413,6,1,6,3,3205,7,14,273,147,19,588
קרית גת,2630,39712,26860,377,26483,1890,1548,5,4,2,4,1350,6,3,0,1,1888,3283,10307,158,6,6,9,2,1647,5,21,231,1181,22,2904
קרית טבעון,2300,13176,9525,58,9467,4295,130,58,0,0,4,330,0,1,0,0,613,135,1296,1120,11,7,2,0,1234,3,3,103,73,7,42
קרית ים,9600,36085,21403,340,21063,2924,192,10,2,0,3,951,1,2,0,2,2455,3613,7245,192,4,7,2,1,2240,9,15,258,246,14,675
קרית יערים,1137,2388,1823,23,1800,17,1248,0,0,0,0,41,0,0,0,0,13,1,79,5,2,0,0,0,3,0,3,6,141,0,241
קרית מוצקין,8200,35487,24495,262,24233,5715,110,16,4,3,1,1430,6,2,0,1,2791,2252,6772,409,10,1,6,1,3593,5,12,278,204,28,583
קרית מלאכי,1034,16023,10897,155,10742,606,117,4,0,0,1,756,1,2,0,0,941,257,4396,32,2,4,8,0,324,3,12,90,1706,8,1472
קרית נטפים,3746,352,306,0,306,1,3,0,0,0,0,174,0,0,0,0,11,3,88,0,0,0,0,0,3,0,0,1,18,0,4
קרית ענבים,78,293,229,0,229,129,0,1,0,0,0,8,0,0,0,0,13,1,12,29,0,0,0,0,30,0,0,4,0,1,1
קרית עקרון,469,8022,5813,66,5747,551,42,7,1,0,2,418,1,0,0,1,809,184,2569,62,4,4,1,1,331,0,2,67,259,4,427
קרית שמונה,2800,18357,11338,102,11236,1091,44,20,2,1,0,936,1,0,0,0,1807,1187,4367,136,6,1,5,5,428,2,10,159,213,14,801
קרני שומרון,3640,4757,3690,28,3662,87,24,0,0,0,0,1682,0,0,0,0,99,164,1107,13,6,0,3,0,61,0,2,54,277,1,82
קשת,4006,379,299,2,297,4,2,0,0,0,0,189,0,0,0,0,1,0,28,0,0,0,0,0,1,0,0,2,69,0,1
ראמה,543,5935,3580,66,3514,505,1,1981,0,0,0,2,0,0,0,0,261,143,195,189,0,0,1,15,26,0,2,6,3,1,183
ראס אל-עין,1334,232,140,2,138,11,0,121,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0
ראס עלי,990,328,205,3,202,21,0,166,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,3,0,0,0,1,0,0,0
ראש העין,2640,30473,23844,160,23684,4526,519,19,0,1,4,1628,0,0,0,0,2558,460,8276,576,12,2,3,1,2290,1,10,281,976,21,1520
ראש פינה,26,2170,1620,4,1616,615,6,7,0,0,0,103,0,0,0,0,107,23,300,181,0,1,0,2,176,0,1,30,45,3,16
ראש צורים,3602,461,412,1,411,3,1,1,0,0,0,315,0,0,0,0,10,1,62,0,1,0,0,0,4,0,0,1,9,1,2
ראשון לציון,8300,195958,138998,1188,137810,31492,924,86,8,3,26,7235,10,13,0,5,15780,9485,41394,2939,31,16,16,5,19953,26,68,1821,2258,121,4095
רבבה,3795,787,716,1,715,0,5,0,0,0,0,546,0,0,0,0,0,1,67,0,0,0,0,0,1,0,0,1,92,0,2
רבדים,564,501,383,1,382,155,1,1,0,0,0,7,0,0,0,0,8,3,12,153,0,0,0,0,26,0,0,14,0,0,2
רביבים,354,678,451,0,451,276,0,1,0,0,1,22,1,0,0,0,21,17,23,49,1,1,0,0,28,0,0,10,0,0,0
רגבה,390,829,637,3,634,363,1,0,0,0,0,20,0,0,0,0,26,10,70,39,0,0,0,0,95,0,0,4,0,0,6
רגבים,444,379,261,2,259,164,0,1,0,0,0,5,0,0,0,0,17,2,12,39,0,0,0,0,14,0,0,2,3,0,0
רהט,1161,26511,15422,177,15245,311,3,13512,4,5,5,25,3,2,0,96,124,16,89,568,6,11,12,201,103,10,26,11,21,13,68
רווחה,2051,413,332,0,332,14,2,0,0,0,0,38,0,0,0,0,31,4,170,0,0,0,0,0,8,0,0,1,13,0,51
רוויה,2016,221,152,2,150,5,5,0,0,0,0,13,0,0,0,0,26,0,68,1,0,0,1,0,1,0,0,1,1,0,28
רוחמה,362,457,305,4,301,168,0,0,0,0,0,11,0,0,0,0,7,2,5,80,0,0,0,0,25,0,0,2,0,0,1
רומאנה,539,622,498,5,493,2,0,480,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,6,0,0,0,0,0,0
רומת הייב,997,1191,466,14,452,111,0,181,0,0,1,3,0,0,0,3,32,4,11,27,0,0,1,4,34,0,0,0,0,2,38
רועי,3619,190,154,0,154,31,0,0,0,0,0,54,0,0,0,0,7,2,33,3,0,0,0,0,19,0,0,2,2,0,1
רחוב,854,283,221,4,217,10,0,0,0,0,0,10,0,0,0,0,21,4,119,0,0,0,0,0,8,0,0,4,6,0,35
רחובות,8400,98300,69985,603,69382,14317,2487,106,2,2,12,5793,2,0,0,1,6094,3651,18859,2612,40,9,16,9,8166,12,45,712,3050,53,3332
רחלים,3822,213,199,0,199,0,0,0,0,0,0,142,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,1,28,0,0
ריחאניה,540,881,496,3,493,234,0,46,0,0,0,0,0,0,0,0,92,1,7,25,0,0,0,2,79,0,1,6,0,0,0
ריחן,3568,131,100,1,99,29,0,0,0,0,0,18,0,0,0,0,8,0,20,4,0,0,0,0,11,0,1,8,0,0,0
ריינה,542,10217,6537,68,6469,168,2,6066,2,0,0,1,0,0,0,5,44,3,75,56,0,0,1,23,4,0,4,1,2,3,9
רימונים,3565,454,317,2,315,20,0,0,0,0,0,53,0,0,0,0,20,11,164,1,0,0,0,0,16,0,0,11,10,0,9
רינתיה,616,683,541,2,539,153,6,1,0,0,0,15,0,0,0,0,90,6,144,31,0,0,0,0,59,0,0,17,6,0,11
רכסים,922,5461,4691,55,4636,66,2011,0,0,0,0,98,0,0,0,0,71,41,357,3,0,0,1,0,58,0,0,10,166,0,1754
רם-און,1069,572,459,3,456,276,3,0,0,0,0,11,0,0,0,0,29,3,41,21,3,0,0,0,64,0,0,3,0,0,2
רמות השבים,206,1050,808,4,804,436,4,0,0,0,0,19,0,0,0,0,30,2,84,102,0,0,0,0,117,0,0,3,5,1,1
רמות מאיר,735,522,385,1,384,151,1,1,0,0,0,37,0,0,0,0,37,4,45,30,0,0,0,0,60,0,0,2,9,1,6
רמות מנשה,445,780,620,1,619,310,1,1,0,0,2,6,0,0,0,0,16,3,19,158,2,0,0,0,82,0,0,17,1,0,1
רמות נפתלי,372,421,305,2,303,102,3,0,0,0,0,4,0,0,0,0,45,5,78,14,0,0,0,0,30,0,1,9,7,0,5
רמות,4702,419,324,0,324,171,0,1,0,0,0,9,0,0,0,0,20,3,29,12,1,0,0,0,61,0,1,14,1,1,0
רמלה,8500,52690,34081,611,33470,2692,357,4994,7,3,6,1372,10,2,0,2,2843,1970,13325,347,5,8,11,68,1506,9,48,261,607,28,2989
רמת גן,8600,123618,85727,601,85126,26515,834,196,5,5,16,5134,5,3,0,1,8288,2167,19542,5238,42,7,6,8,12152,8,42,978,1205,68,2661
רמת דוד,135,347,269,2,267,173,0,1,0,1,1,8,0,0,0,0,10,1,16,29,0,0,0,0,23,0,0,2,2,0,0
רמת הכובש,184,621,484,1,483,295,0,2,0,0,0,10,0,0,0,0,16,2,16,82,1,0,0,0,52,0,1,4,1,0,1
רמת השופט,335,689,494,0,494,238,0,0,0,0,0,8,0,0,0,0,28,4,25,120,1,0,0,0,66,0,0,3,0,1,0
רמת השרון,2650,35514,26747,112,26635,11767,650,57,0,1,5,740,1,0,0,0,1606,287,4223,2392,7,0,1,4,3902,1,15,216,249,13,498
רמת יוחנן,178,792,563,2,561,380,1,1,0,0,0,20,0,0,0,0,16,8,30,53,0,0,0,0,37,0,0,13,2,0,0
רמת ישי,122,5433,4213,17,4196,1562,4,2,0,0,0,234,0,1,0,0,393,67,873,196,1,0,0,0,718,0,0,49,53,2,41
רמת מגשימים,4701,420,354,2,352,3,1,0,0,0,0,220,0,0,0,0,5,0,75,2,1,0,0,0,4,0,0,3,37,0,1
רמת צבי,339,395,329,0,329,183,2,1,0,0,0,19,0,0,0,0,15,7,27,17,0,0,0,0,51,0,0,4,2,0,1
רמת רזיאל,460,449,338,4,334,108,2,5,0,0,2,21,0,0,0,0,23,6,59,57,0,0,1,0,38,0,0,3,5,0,4
רמת רחל,127,322,259,0,259,136,0,0,1,0,0,8,0,0,0,0,9,2,24,29,0,0,0,0,38,0,0,10,1,1,0
רנן,789,386,284,2,282,87,0,0,0,0,0,9,0,0,0,0,52,9,88,2,0,0,0,0,30,0,0,3,0,0,2
רעים,713,348,279,0,279,198,0,0,0,0,0,3,0,0,0,0,7,3,11,30,0,0,0,0,22,0,0,5,0,0,0
רעננה,8700,60923,43102,260,42842,14117,515,47,3,4,9,4673,2,4,0,3,2884,634,9190,2345,16,5,5,4,6076,4,15,416,974,15,882
רקפת,1228,629,537,0,537,278,1,2,0,0,0,21,0,0,0,0,30,2,49,56,0,0,0,0,94,0,0,1,2,1,0
רשפון,247,894,682,2,680,356,1,2,0,0,0,10,0,0,0,0,32,6,71,67,0,0,0,0,118,0,0,14,2,0,1
רשפים,437,391,311,1,310,176,0,0,0,0,0,9,0,0,0,0,10,4,9,65,0,0,0,0,24,0,0,13,0,0,0
רתמים,1260,202,177,0,177,14,0,0,0,0,0,114,0,0,0,0,8,0,23,2,0,0,0,0,7,0,0,3,5,0,1
שאר ישוב,324,400,321,0,321,124,0,0,0,0,1,11,0,0,0,0,36,1,57,19,0,0,0,0,57,0,0,13,1,1,0
שבי ציון,282,742,543,0,543,253,0,1,0,0,0,25,0,0,0,0,45,2,82,29,0,0,0,0,87,0,1,12,2,0,4
שבי שומרון,3571,520,409,1,408,0,6,0,0,0,0,157,0,0,0,0,3,6,106,3,0,0,0,0,2,0,0,1,120,0,4
שבלי - אום אל-גנם,913,3586,2126,19,2107,199,0,1756,1,1,0,4,0,1,0,4,40,31,4,25,0,0,0,23,7,0,2,1,3,2,3
שגב-שלום,1286,3761,1950,29,1921,30,0,1679,0,0,2,4,0,1,0,3,19,2,16,89,0,1,2,28,5,0,5,2,2,1,30
שדה אילן,721,367,304,0,304,12,5,0,0,0,0,159,0,0,0,0,23,3,75,1,1,0,0,0,17,0,0,1,4,0,3
שדה אליהו,304,594,393,0,393,22,2,0,0,0,0,201,0,0,0,0,18,1,107,6,2,0,0,0,23,0,0,3,8,0,0
שדה אליעזר,861,597,454,3,451,117,3,0,0,0,0,32,0,0,0,0,46,9,142,17,0,0,0,1,54,0,3,13,10,0,4
שדה בוקר,885,395,262,1,261,172,0,0,0,0,0,5,0,0,0,0,7,6,8,34,1,0,0,0,23,0,0,5,0,0,0
שדה דוד,36,295,203,4,199,19,1,0,0,0,0,4,0,0,0,0,17,0,118,1,0,0,0,0,9,0,0,2,0,0,28
שדה ורבורג,284,945,767,2,765,413,1,0,0,0,0,20,0,0,0,0,35,5,72,95,0,0,0,0,110,0,0,14,0,0,0
שדה יואב,293,274,223,0,223,118,0,0,0,0,0,5,0,0,0,0,2,2,9,67,0,0,0,0,19,0,0,1,0,0,0
שדה יעקב,142,562,473,0,473,36,3,0,0,0,0,246,0,0,0,0,28,2,83,10,1,0,0,0,41,0,0,1,20,1,1
שדה יצחק,2008,366,271,1,270,109,0,0,0,0,0,12,0,0,0,0,27,1,48,20,0,0,0,0,49,0,0,2,2,0,0
שדה משה,18,380,299,4,295,120,1,0,0,0,0,10,0,0,0,0,25,3,74,12,0,0,0,0,44,0,0,3,1,0,2
שדה נחום,259,362,269,2,267,125,0,1,0,0,1,10,0,1,0,0,21,8,30,10,0,0,0,0,53,0,0,7,0,0,0
שדה נחמיה,329,641,502,0,502,251,1,0,0,0,0,16,0,0,0,0,62,9,49,36,0,0,0,0,54,0,1,17,1,0,5
שדה ניצן,1058,323,180,0,180,110,0,2,0,0,0,8,0,0,0,0,8,0,17,19,0,0,0,0,15,0,0,0,0,0,1
שדה עוזיהו,739,884,704,4,700,31,8,0,0,0,0,26,0,0,0,0,234,5,305,0,0,0,0,0,14,0,1,11,28,1,36
שדה צבי,2049,357,280,4,276,58,1,0,0,0,0,13,0,0,0,0,29,4,98,16,0,0,0,0,19,0,0,4,8,0,26
שדות ים,327,637,518,0,518,344,8,3,0,0,0,14,0,0,0,0,19,2,35,44,0,0,0,1,38,0,0,7,1,2,0
שדות מיכה,27,267,196,1,195,10,2,0,0,0,0,6,0,0,0,0,29,4,80,0,0,0,0,0,1,0,0,2,8,0,53
שדי אברהם,1223,226,166,1,165,74,0,0,0,0,0,15,0,0,0,0,13,2,21,4,0,0,0,0,30,0,0,4,1,0,1
שדי חמד,2015,694,567,2,565,230,0,0,0,0,2,23,0,0,0,0,53,9,80,49,0,0,0,0,98,0,0,19,0,0,2
שדי תרומות,2057,341,231,0,231,9,2,0,0,0,0,15,0,0,0,0,33,3,148,0,0,0,0,0,4,0,3,3,3,0,8
שדמה,555,353,278,0,278,130,0,3,0,0,0,6,0,0,0,0,15,1,30,31,1,0,0,0,56,0,0,3,0,0,2
שדמות דבורה,306,448,369,1,368,197,0,0,0,0,0,12,0,0,0,0,26,1,34,24,0,0,0,0,59,1,0,12,2,0,0
שדמות מחולה,3578,321,263,0,263,1,2,0,0,0,0,198,0,0,0,0,1,0,26,1,0,0,0,0,0,0,0,4,30,0,0
שדרות,1031,17460,10924,157,10767,806,143,18,0,0,4,1181,1,0,0,1,715,1275,4614,96,1,0,1,3,381,4,10,103,560,10,840
שואבה,741,425,337,0,337,108,4,1,0,0,0,16,0,0,0,0,28,7,74,35,0,0,0,0,52,0,0,3,4,0,5
שובה,761,372,299,3,296,4,4,0,0,0,0,40,0,0,0,0,27,2,153,0,0,0,0,0,1,0,0,3,47,0,15
שובל,394,528,390,2,388,195,0,4,0,0,0,9,0,0,0,0,5,4,20,107,0,0,0,0,41,0,0,1,2,0,0
שוהם,1304,13852,11170,40,11130,3491,29,8,0,0,3,1252,2,0,0,0,952,97,2364,444,5,1,0,1,2129,1,4,112,117,3,115
שומרה,614,282,201,3,198,15,2,0,0,0,0,13,0,0,0,0,33,2,92,1,0,0,0,0,8,0,0,4,3,0,25
שומריה,1265,263,231,0,231,0,0,0,0,0,0,91,0,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0,128,0,0
שוקדה,415,200,163,1,162,0,0,0,0,0,0,48,0,1,0,0,9,1,65,0,0,0,0,0,1,0,0,1,18,0,18
שורש,456,827,652,5,647,280,2,0,1,0,0,30,0,0,0,0,47,11,113,64,0,0,0,0,89,0,0,4,2,0,4
שורשים,1235,358,273,2,271,136,1,1,0,0,0,13,0,0,0,0,11,2,41,24,0,0,0,1,34,0,0,5,0,0,2
שושנת העמקים,224,467,338,2,336,66,2,0,0,0,0,19,1,0,0,0,59,1,100,9,0,0,0,0,36,0,0,13,6,1,23
שזור,527,261,199,2,197,35,5,0,0,0,0,7,0,0,0,0,27,2,100,0,0,0,0,0,10,0,0,1,1,0,9
שחר,7,461,340,2,338,83,5,0,0,0,0,15,0,0,0,0,49,5,102,12,0,0,0,0,30,0,0,4,6,0,27
שיבולים,865,255,213,7,206,2,1,0,0,0,0,35,0,0,0,0,16,5,117,1,1,0,0,1,3,1,0,1,14,0,8
שייח' דנון,658,1733,1277,14,1263,7,0,1125,0,0,0,1,0,0,0,0,3,9,1,95,0,0,2,4,0,0,2,8,2,2,2
שילה,3641,1554,1310,1,1309,0,3,1,0,0,0,761,0,0,0,0,5,1,194,1,1,0,0,0,1,0,0,8,327,1,5
שילת,1165,415,351,0,351,167,0,0,0,0,0,16,0,0,0,0,22,2,27,47,0,0,0,0,60,0,0,9,0,1,0
שכניה,1160,523,389,0,389,187,0,0,0,0,1,29,0,0,0,0,16,3,25,47,0,0,0,0,75,0,0,4,1,0,1
שלווה,873,336,270,0,270,1,6,0,0,0,0,18,0,0,0,0,23,0,149,0,0,0,0,0,0,0,1,2,39,0,31
שלוחות,439,385,284,2,282,29,4,0,1,0,0,146,0,0,0,0,20,5,42,7,2,0,0,0,22,0,0,1,3,0,0
שלומי,812,4828,3339,45,3294,381,23,4,0,0,0,228,0,0,0,1,389,383,1175,34,0,0,1,0,236,1,1,51,56,4,326
שמיר,366,661,473,1,472,228,0,1,0,0,2,9,0,0,0,0,10,1,22,134,0,0,0,0,61,0,0,4,0,0,0
שמעה,3784,304,214,3,211,14,0,0,0,0,0,71,0,0,0,0,14,7,62,3,0,0,0,0,11,0,0,4,22,0,3
שמרת,432,354,258,0,258,130,1,1,0,0,0,5,0,0,0,0,9,3,8,79,0,0,0,0,18,0,1,3,0,0,0
שמשית,1337,1531,1258,2,1256,638,6,0,0,0,1,40,0,0,0,0,55,13,110,132,1,0,0,0,247,0,0,7,3,0,3
שני,1287,326,221,1,220,23,0,0,0,0,0,30,0,0,0,0,21,27,73,4,0,0,0,0,20,0,1,16,4,0,1
שניר,1132,399,299,0,299,163,0,0,0,0,0,6,0,0,0,0,18,1,19,42,0,0,0,0,30,1,1,13,2,2,1
שעב,538,4249,3216,11,3205,142,0,2880,1,0,0,2,0,1,0,0,8,17,5,84,1,0,1,4,1,1,3,3,1,0,50
שעל,4009,219,172,2,170,40,0,0,0,0,0,14,0,0,0,0,23,4,39,11,0,0,0,0,24,0,0,9,4,0,2
שעלבים,856,582,527,1,526,5,20,0,0,0,0,301,0,0,0,0,4,1,60,1,5,0,0,0,0,0,0,0,120,0,9
שער אפרים,661,1031,835,2,833,206,1,4,0,0,0,45,0,1,0,0,154,12,226,20,0,0,0,0,98,0,1,5,24,0,36
שער הגולן,264,504,380,4,376,202,0,3,0,0,0,4,0,0,0,0,11,8,16,85,0,0,0,0,42,0,0,5,0,0,0
שער העמקים,237,554,437,1,436,241,0,1,0,0,0,2,0,0,0,0,6,1,3,149,0,0,0,0,29,0,0,4,0,0,0
שער מנשה,921,120,13,1,12,4,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2
שערי תקווה,3720,3533,2854,12,2842,288,8,2,0,0,0,814,0,0,0,0,222,50,989,37,0,0,1,0,253,0,2,60,83,3,30
שפיים,232,906,714,2,712,528,2,3,0,0,0,4,0,0,0,0,14,2,17,76,0,0,0,0,46,0,0,19,1,0,0
שפיר,692,469,400,3,397,58,5,0,0,0,0,61,0,0,0,0,42,6,133,6,0,0,0,0,39,0,0,5,28,0,14
שפר,846,288,206,0,206,35,0,1,0,0,0,12,0,0,0,0,19,1,105,6,1,0,0,0,12,0,0,5,1,0,8
שפרעם,8800,25674,15194,169,15025,724,7,10971,0,2,1,11,1,0,0,17,353,2040,178,503,1,0,4,53,55,0,8,27,7,8,54
שקד,3649,516,399,4,395,65,0,0,0,0,0,82,0,0,0,0,55,22,120,3,0,0,0,0,27,0,0,2,11,1,7
שקף,1233,317,274,1,273,83,1,1,0,0,0,51,0,0,0,0,22,3,45,12,4,0,0,0,41,0,0,6,3,0,1
שרונה,292,433,347,1,346,176,0,0,0,0,0,25,0,0,0,0,29,4,39,23,0,0,0,0,41,0,0,5,3,1,0
שריגים (לי-און),1114,708,530,1,529,212,0,7,0,0,0,18,0,0,0,0,39,1,77,103,0,0,0,0,51,0,0,13,4,1,3
שריד,126,727,531,4,527,287,1,1,0,0,0,12,0,0,0,0,10,4,22,129,0,0,0,0,52,0,0,7,1,0,1
שרשרת,398,229,179,2,177,6,1,0,0,0,0,13,0,0,0,0,4,1,79,1,0,0,0,0,1,0,0,0,62,0,9
שתולה,1045,225,161,0,161,26,3,2,0,0,0,21,0,0,0,0,16,1,55,5,0,0,0,0,11,0,0,2,8,1,10
שתולים,763,1244,950,8,942,148,3,0,0,0,0,89,0,0,0,0,122,12,398,10,1,0,0,0,73,0,1,15,41,0,29
תאשור,2062,244,176,1,175,54,1,1,0,0,0,7,0,0,0,0,17,7,41,11,0,0,0,0,24,0,0,6,1,0,5
תדהר,2061,294,228,0,228,44,0,0,0,0,0,18,0,0,0,0,32,4,91,1,0,0,0,0,17,0,1,1,7,0,12
תובל,1172,323,223,0,223,97,0,8,0,0,0,1,0,0,0,0,3,7,7,79,0,0,0,0,21,0,0,0,0,0,0
תומר,3558,243,177,1,176,35,0,0,0,0,0,29,0,0,0,0,18,7,49,0,0,0,0,0,34,0,0,4,0,0,0
תושיה,1083,260,227,0,227,0,1,0,0,0,0,99,0,0,0,0,3,0,62,1,0,0,1,0,1,0,0,0,55,0,4
תימורים,163,599,465,0,465,240,0,1,0,0,0,12,0,0,0,0,52,7,54,28,0,0,0,0,62,0,0,7,0,0,2
תירוש,10,306,218,3,215,2,4,0,0,0,0,14,0,0,0,0,12,0,92,1,0,0,0,0,4,0,0,1,9,0,76
תל אביב - יפו,5000,403338,263205,1860,261345,89567,2628,8488,9,11,75,8772,25,12,0,7,17989,5446,47526,34056,95,32,34,132,30241,105,124,2667,2906,209,10189
תל יוסף,84,373,290,1,289,185,0,0,0,0,0,14,0,0,0,0,11,1,10,23,0,0,0,0,37,0,0,5,1,0,2
תל יצחק,287,675,571,4,567,340,1,0,0,0,0,13,0,0,0,0,20,5,52,54,0,0,0,0,76,0,0,2,0,2,2
תל מונד,154,8052,6261,29,6232,2147,19,3,0,1,0,380,0,0,0,0,703,50,1328,232,1,1,1,0,1084,1,2,68,96,1,114
תל עדשים,103,750,613,1,612,263,2,1,0,0,0,32,0,0,0,0,41,7,111,24,0,0,0,0,116,0,0,4,8,1,2
תל קציר,719,273,201,0,201,118,0,1,0,0,0,11,0,0,0,0,13,3,19,8,0,0,0,0,20,0,0,8,0,0,0
תל שבע,1054,7714,3660,58,3602,22,0,3253,1,1,2,10,0,0,0,2,12,3,27,138,1,0,3,52,6,1,3,3,6,2,54
תל תאומים,1283,295,212,0,212,8,0,0,0,0,0,33,0,0,0,0,17,6,106,0,0,0,0,0,11,0,0,10,4,0,17
תלם,3719,134,100,0,100,8,3,0,0,0,0,33,0,0,0,0,3,2,20,0,0,0,0,0,0,0,0,1,30,0,0
תלמי אליהו,1051,241,158,1,157,40,2,0,0,0,0,10,0,0,0,0,14,0,48,1,1,0,0,0,17,0,0,2,8,0,14
תלמי אלעזר,2003,553,435,2,433,154,0,0,0,0,0,18,0,0,0,0,35,7,98,26,1,0,0,0,81,0,0,13,0,0,0
"תלמי ביל""ו",2050,286,218,3,215,21,0,0,0,0,0,22,0,0,0,0,29,5,101,1,0,0,0,0,9,0,0,5,12,0,10
תלמי יוסף,1237,237,166,0,166,74,0,0,0,0,0,17,0,0,0,0,8,1,19,16,0,0,0,0,25,0,0,5,1,0,0
תלמי יחיאל,727,555,410,1,409,143,1,0,0,0,0,21,0,0,0,0,64,9,99,11,0,0,0,0,47,0,0,6,2,0,6
