שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
"ניל""י",3655,640,488,6,482,32,5,0,0,0,0,0,2,0,1,95,0,5,190,5,0,0,2,0,0,0,98,0,0,0,0,0,12,8,2,0,18,0,7
ניצן ב',1419,1360,993,8,985,12,4,0,0,1,1,0,2,0,0,481,0,9,211,2,0,0,93,0,0,1,26,9,0,0,0,0,18,3,0,0,7,0,105
ניצן,351,719,560,3,557,4,6,0,0,0,0,1,0,0,0,334,0,5,103,2,0,0,65,0,0,0,7,1,0,0,0,0,14,0,0,0,2,0,13
ניצני סיני,1280,245,188,0,188,35,0,0,0,1,0,1,5,0,2,35,0,13,29,10,0,0,1,0,0,0,28,1,0,0,0,0,4,17,0,0,5,0,1
ניצני עוז,851,662,493,5,488,90,0,0,0,0,0,1,15,0,1,42,0,32,109,18,0,0,6,0,0,0,88,1,0,0,0,0,14,44,0,0,14,2,11
ניצנים,359,359,269,1,268,81,0,0,0,1,0,1,3,0,0,2,0,9,12,47,0,0,0,0,0,0,72,0,1,0,0,0,2,31,0,0,4,1,1
ניר אליהו,808,339,239,2,237,121,0,0,0,0,0,1,4,0,1,1,0,3,13,36,0,0,0,0,0,0,40,0,0,0,0,0,0,14,0,0,1,2,0
ניר בנים,553,511,390,4,386,125,0,0,0,0,0,0,6,0,1,16,0,13,35,50,0,0,0,0,0,0,111,1,0,0,0,0,4,21,0,0,2,0,1
ניר גלים,720,499,439,2,437,8,0,0,0,0,0,0,6,0,1,277,0,1,78,4,0,0,20,0,0,0,13,2,0,0,0,0,11,1,0,0,1,0,14
ניר דוד (תל עמל),256,560,433,2,431,144,0,0,0,1,0,0,11,0,0,5,0,2,2,166,0,0,1,0,0,0,58,0,0,0,0,0,0,32,0,1,8,0,0
"ניר ח""ן",11,344,237,0,237,32,0,0,0,1,0,1,3,0,0,30,0,15,68,11,0,0,3,0,0,0,31,0,1,0,0,0,11,23,0,0,3,0,4
ניר יפה,165,363,265,1,264,50,0,0,0,0,0,0,6,0,2,29,0,22,65,4,0,0,3,0,0,0,43,2,0,0,0,0,5,20,1,0,1,0,11
ניר יצחק,402,564,389,3,386,101,0,0,0,0,0,6,2,0,0,0,0,1,6,206,0,0,3,0,0,0,35,0,0,0,0,0,2,14,0,3,5,0,2
ניר ישראל,699,536,414,1,413,114,0,0,0,0,0,0,5,0,0,29,0,13,58,41,0,0,3,0,0,0,99,1,0,0,0,0,6,37,1,0,1,1,4
ניר משה,2047,362,255,0,255,59,0,0,0,0,0,2,2,0,1,17,0,3,58,23,0,0,2,0,0,0,48,0,0,0,0,0,2,16,1,0,7,2,12
ניר עוז,69,339,256,1,255,70,0,1,0,0,0,10,4,0,0,7,0,3,8,90,0,0,1,0,0,0,20,0,0,0,0,0,4,19,0,0,15,3,0
ניר עם,348,330,192,3,189,70,1,0,0,0,0,2,3,0,0,1,0,24,6,35,0,0,1,0,0,0,24,0,0,0,0,0,2,10,0,0,8,0,2
ניר עציון,769,418,292,3,289,21,0,3,0,0,0,0,4,0,0,196,0,1,21,3,0,0,5,0,0,0,17,1,0,0,0,0,4,7,0,1,1,0,4
ניר עקיבא,2048,339,243,4,239,34,2,0,0,0,0,0,5,0,2,50,0,11,30,8,0,1,17,2,0,0,21,2,0,0,0,0,5,16,0,0,6,0,27
ניר צבי,331,865,685,4,681,157,2,0,0,1,0,3,12,0,0,13,0,20,87,80,0,0,7,0,0,1,198,0,0,0,0,0,15,70,0,5,7,0,3
נירים,602,379,269,0,269,75,3,0,0,0,0,2,2,0,0,2,0,0,7,127,0,0,0,0,0,0,37,0,0,0,0,0,0,12,0,0,2,0,0
נירית,1236,941,781,2,779,188,2,0,0,0,0,7,31,0,0,23,0,9,83,70,0,0,3,0,0,0,270,0,0,0,1,0,8,67,0,0,12,1,4
נירן,3620,68,50,0,50,45,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
נס הרים,825,538,380,3,377,50,0,1,0,0,0,2,1,0,2,46,2,37,132,9,0,0,10,0,0,0,46,3,0,0,0,0,4,8,0,0,0,0,24
נס ציונה,7200,28802,21555,203,21352,3839,113,5,1,17,3,32,202,0,23,1302,26,535,4775,1018,2,2,185,3,5,0,5750,223,4,0,15,13,296,1728,13,6,210,80,926
נעורים,186,159,75,1,74,14,1,0,0,0,0,0,2,0,0,2,0,3,16,7,0,0,1,0,0,12,0,0,0,0,0,0,4,5,0,0,4,0,3
נעלה,3787,644,512,2,510,64,5,0,0,0,0,0,2,0,1,115,1,3,167,7,0,0,17,0,1,0,82,4,0,0,0,0,5,20,0,0,8,2,6
"נעמ""ה",3713,118,76,0,76,7,0,0,0,0,0,1,1,0,0,6,0,3,24,3,0,0,4,0,0,0,17,0,0,0,0,0,2,5,0,0,1,0,2
נען,158,1183,900,0,900,436,1,0,0,0,0,2,16,0,1,20,1,15,41,129,0,0,1,0,0,0,174,0,0,0,0,0,3,51,0,0,6,1,2
נצאצרה (שבט),1041,313,247,4,243,0,0,214,0,0,0,0,0,0,0,12,0,0,1,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2
נצר סרני,435,553,431,1,430,213,1,0,0,2,0,1,4,0,0,4,2,7,14,56,0,0,3,0,0,0,73,0,0,0,2,0,2,33,1,0,6,1,5
נצרת עילית,1061,39281,20850,535,20315,1791,69,747,6,33,17,1986,52,0,74,1031,406,643,8588,349,7,7,416,29,127,5,1917,88,21,0,18,21,95,774,30,29,331,66,542
נצרת,7300,51059,28110,405,27705,528,83,7592,3,16,3,13517,15,0,4,26,2,196,344,417,5,1,20,4,4295,9,117,5,4,0,6,9,68,171,23,71,41,14,96
נשר,2500,19042,11986,163,11823,1494,77,11,3,13,1,29,92,0,25,754,142,216,4352,287,6,4,122,4,10,0,2269,56,7,0,12,11,125,815,22,8,176,35,645
נתיב הגדוד,3555,142,81,0,81,9,0,0,0,0,0,0,2,0,0,16,0,0,16,3,0,0,3,0,0,0,17,0,0,0,0,1,1,11,0,0,1,0,1
"נתיב הל""ה",693,391,306,1,305,170,0,0,0,0,0,5,2,0,0,2,0,7,10,44,0,0,3,0,0,0,43,0,0,0,0,0,1,11,0,2,4,1,0
נתיב העשרה,1242,578,458,0,458,79,0,1,0,0,0,1,5,0,0,57,0,72,68,36,0,0,5,0,0,0,77,1,0,0,0,0,7,38,0,0,8,1,2
נתיב השיירה,792,416,304,0,304,56,1,0,0,0,0,1,4,0,1,18,0,17,86,4,0,0,3,0,0,0,67,1,0,0,0,0,4,27,0,0,1,0,13
נתיבות,246,18214,13349,147,13202,187,889,2,2,4,3,6,33,0,10,1436,66,92,3509,34,2,5,220,3,1,5,201,122,1,0,14,12,125,324,3,4,66,12,5809
נתניה,7400,160406,93801,1107,92694,8676,2308,18,23,125,27,69,525,0,288,9868,761,1759,31812,1732,25,32,1496,46,29,36,14695,857,66,0,186,63,1217,4108,62,40,971,237,10537
סאג'ור,525,2517,1339,23,1316,110,2,15,0,0,0,16,4,0,0,50,0,168,548,6,0,0,0,2,16,0,29,1,0,0,0,0,51,191,1,0,3,0,103
סאסא,578,461,327,0,327,105,0,0,0,0,0,1,4,0,0,4,0,5,11,129,0,0,0,0,0,0,30,0,0,0,0,0,2,32,0,0,3,1,0
סביון,587,3261,2216,12,2204,210,5,0,0,0,0,8,20,0,6,76,1,74,397,297,0,0,6,0,0,1,762,2,0,0,0,0,22,264,2,5,21,7,18
סגולה,2046,381,291,1,290,91,1,0,0,0,0,0,1,0,0,19,0,6,50,15,0,0,4,0,0,0,62,0,0,0,0,0,2,25,1,0,4,0,9
סואעד (חמרייה),942,95,73,0,73,1,0,0,0,0,0,1,0,0,0,0,0,0,15,2,0,0,0,0,47,0,0,0,0,0,0,0,2,2,0,1,0,0,2
סולם,526,1699,1094,24,1070,26,0,402,0,0,0,153,0,0,0,0,0,5,10,135,0,1,0,0,165,0,0,0,0,0,0,1,3,8,1,9,0,1,150
סוסיה,3756,478,382,1,381,0,2,0,0,1,0,0,0,0,0,280,0,1,21,0,0,0,66,0,1,1,0,1,0,0,0,0,1,0,0,0,3,0,3
סופה,1238,178,120,0,120,41,0,0,0,0,0,0,2,0,0,10,2,1,15,12,0,0,1,0,0,0,21,0,0,0,0,0,0,10,1,0,2,0,2
סח'נין,7500,17493,13347,99,13248,65,22,2015,0,1,2,3980,6,0,4,8,1,19,121,78,0,1,9,1,6738,0,5,0,1,0,2,2,36,84,9,5,2,3,28
סייד (שבט),1170,1386,519,3,516,17,1,33,0,0,0,0,0,0,0,1,0,1,8,3,2,0,1,0,390,0,1,1,0,0,1,0,0,5,1,1,0,0,49
סלמה,1245,1736,785,16,769,9,0,70,0,0,1,27,1,0,0,13,0,26,131,2,0,0,1,0,346,1,1,1,0,0,0,0,33,9,0,0,0,0,97
סלעית,3567,372,297,0,297,69,0,0,0,0,0,0,4,0,0,11,0,8,54,19,0,0,2,0,0,0,100,0,0,0,0,0,2,25,0,0,2,1,0
סמר,1156,266,167,1,166,70,0,0,0,1,0,5,5,0,0,4,0,1,4,44,0,0,0,0,0,0,15,0,0,0,0,0,1,12,0,2,2,0,0
סעד,419,588,471,1,470,55,0,0,0,0,0,1,7,0,0,261,0,11,48,11,0,0,11,0,0,0,22,0,0,0,0,0,24,15,0,0,3,1,0
סער,454,510,342,2,340,83,0,0,0,0,0,3,4,0,0,11,0,4,37,84,0,0,2,0,0,0,72,0,0,0,0,0,4,30,0,2,2,0,2
ספיר,1176,282,172,3,169,33,0,0,0,0,0,2,10,0,0,18,0,7,29,15,0,0,4,0,0,0,36,2,0,0,0,0,2,5,0,0,6,0,0
סתריה,610,729,580,2,578,179,5,0,0,0,0,4,8,0,0,24,0,14,58,55,0,0,7,0,0,0,135,1,0,0,1,0,14,48,1,1,15,5,3
ע'ג'ר,4501,1370,766,10,756,99,15,17,0,0,1,3,0,0,0,0,1,59,253,7,1,1,1,2,1,0,2,1,0,0,0,6,1,177,2,6,5,3,92
עבדון,892,443,307,3,304,29,0,0,0,0,0,1,1,0,0,48,0,20,66,0,0,0,7,0,0,0,18,0,0,0,0,0,3,13,2,0,2,0,94
עברון,376,618,457,3,454,198,0,0,0,0,0,1,14,0,0,0,0,4,16,119,0,0,2,0,0,0,65,0,0,0,0,0,3,20,0,0,7,1,4
עגור,794,270,193,0,193,10,0,0,0,0,0,2,1,0,0,15,0,22,81,4,0,0,4,0,0,0,3,11,0,0,1,0,0,1,0,0,4,1,33
עדי,1199,1261,940,7,933,183,2,0,0,1,0,1,12,0,3,45,0,21,187,34,0,0,11,0,0,0,320,0,0,0,0,0,11,93,0,0,5,0,4
עדנים,2035,283,225,0,225,38,0,0,0,0,0,0,14,0,0,2,0,12,36,24,0,0,0,0,0,0,73,0,0,0,0,0,4,19,1,0,2,0,0
עוזה,826,374,268,5,263,2,7,0,0,0,1,0,1,0,0,62,0,2,56,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,126
עוזייר,528,1536,579,7,572,10,0,137,0,0,0,134,1,0,0,1,0,4,2,4,0,0,0,0,237,0,1,0,0,0,0,0,1,2,0,1,0,0,37
עולש,737,679,535,3,532,111,1,0,0,1,0,0,8,0,0,35,0,27,73,35,0,0,4,0,0,0,159,0,0,0,0,1,10,45,0,0,7,1,14
עומר,666,6091,4525,22,4503,848,3,8,1,4,0,20,27,0,9,299,0,152,943,440,0,0,27,0,0,0,1039,4,1,0,1,0,98,478,0,3,37,5,56
עופר,810,376,289,2,287,54,0,0,0,0,0,9,9,0,0,27,0,13,58,28,0,0,5,0,0,0,47,0,0,0,0,18,5,0,0,0,8,0,6
עופרה,3617,1673,1418,1,1417,13,3,0,0,0,0,0,0,0,0,1048,0,1,157,1,0,0,158,0,0,0,6,2,0,0,0,0,12,3,0,0,4,1,8
עוצם,32,387,294,1,293,4,4,0,0,0,0,0,0,0,0,10,0,11,45,0,0,0,3,0,0,0,2,1,0,0,0,0,0,2,0,0,2,1,208
עוקבי (בנו עוקבה),957,209,134,0,134,1,1,12,0,0,0,2,0,0,0,0,0,0,5,9,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,1,0
עזר,1149,631,461,2,459,86,0,0,0,1,0,0,3,0,2,45,0,17,93,12,0,0,6,0,0,0,113,2,0,0,0,0,11,35,0,0,8,3,22
עזריאל,837,508,405,3,402,12,11,0,0,0,0,0,2,0,0,111,0,11,168,1,0,0,20,0,0,0,21,15,0,0,1,0,10,4,0,1,0,0,14
עזריה,711,683,498,2,496,27,1,0,0,0,0,0,2,0,0,69,0,21,194,4,0,0,8,0,0,0,46,6,0,0,0,0,9,28,0,0,4,0,77
עזריקם,817,797,575,3,572,49,6,0,0,0,0,0,2,0,0,50,0,21,225,0,1,0,8,0,0,0,51,1,0,0,0,0,16,32,1,0,17,1,91
עטאוונה (שבט),969,124,29,0,29,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0
עטרת,3658,251,213,0,213,1,0,0,0,0,0,0,0,0,0,146,0,0,18,0,0,0,31,0,0,0,0,6,0,0,0,0,3,0,0,0,2,0,6
עידן,1175,240,149,0,149,25,0,0,0,0,0,0,1,0,0,15,0,6,23,11,0,0,0,0,0,0,45,0,0,0,0,0,2,15,0,0,5,1,0
עיילבון,530,3555,2636,26,2610,156,7,612,0,0,2,1340,0,0,0,0,1,36,147,110,0,0,4,0,73,0,23,0,0,0,1,2,24,39,1,4,8,1,19
עיינות,156,77,54,0,54,13,0,0,0,0,0,0,1,0,0,4,0,1,5,8,0,0,0,0,0,0,11,0,1,0,1,0,2,6,0,0,1,0,0
עילוט,511,4168,1936,57,1879,203,3,415,0,1,0,670,1,0,1,26,0,1,176,14,1,1,2,1,295,0,2,0,1,0,0,1,4,15,1,3,1,0,40
עין איילה,687,635,503,1,502,117,0,0,0,1,0,1,6,0,0,17,0,5,62,61,0,0,5,0,0,0,159,1,0,0,0,0,5,47,0,3,6,3,3
עין אל-אסד,546,559,230,2,228,24,0,27,0,0,0,9,0,0,0,2,0,26,92,13,0,0,0,0,1,0,2,0,0,0,0,1,0,25,0,0,4,0,2
עין גב,273,446,279,2,277,108,0,0,0,0,0,0,6,0,1,14,1,4,25,44,0,0,1,0,0,0,38,0,0,0,0,0,4,22,0,0,4,3,2
עין גדי,2042,443,309,2,307,111,0,0,0,0,1,1,16,0,1,7,0,8,31,55,0,0,0,0,0,0,38,1,0,0,0,0,5,22,0,0,6,1,3
עין דור,436,773,498,1,497,131,0,0,0,0,0,0,12,0,0,10,0,6,23,181,0,0,0,0,1,0,75,0,0,0,0,0,1,35,0,1,15,4,2
עין הבשור,1240,628,493,2,491,101,0,0,0,1,0,6,8,0,0,41,0,16,64,54,0,0,3,0,0,0,120,3,0,0,0,0,8,57,0,0,5,1,3
עין הוד,74,406,288,2,286,76,0,0,0,0,0,9,27,0,0,14,0,7,16,83,0,0,2,0,0,0,20,0,0,0,0,0,2,18,0,3,6,1,2
עין החורש,167,650,511,2,509,155,0,0,0,0,0,2,5,0,0,1,0,10,10,219,0,0,1,0,0,1,66,0,0,0,0,0,1,32,0,0,3,3,0
עין המפרץ,289,645,505,1,504,186,1,0,0,0,0,4,10,0,0,3,0,4,6,221,0,0,0,0,0,1,36,0,0,0,0,0,1,24,0,0,7,0,0
"עין הנצי""ב",383,419,337,3,334,21,0,0,0,0,0,0,2,0,0,233,0,2,28,5,0,0,8,0,0,0,9,2,0,0,1,0,10,7,0,0,3,1,2
עין העמק,367,520,347,7,340,44,1,0,0,0,0,1,0,0,0,50,0,11,127,11,0,0,6,0,0,0,36,4,0,0,1,0,8,12,1,0,5,3,19
עין השופט,270,828,531,5,526,206,0,0,0,2,0,2,10,0,0,5,2,8,14,166,0,1,0,0,0,0,59,0,0,0,0,0,2,38,0,0,4,4,3
עין השלושה,676,329,197,9,188,96,0,0,0,1,0,0,0,0,0,8,0,6,14,14,0,0,0,0,1,0,35,0,0,0,0,0,3,9,0,0,1,0,0
עין ורד,157,961,802,2,800,243,0,0,0,1,0,7,24,0,2,23,0,13,50,75,0,0,2,0,1,1,253,0,1,0,0,0,9,88,0,0,3,2,2
עין זיוון,4503,213,148,0,148,44,0,0,0,0,0,0,5,0,2,9,0,2,13,10,0,0,1,0,0,1,42,0,0,0,0,0,0,9,0,0,6,4,0
עין חוד,1320,139,108,5,103,1,0,58,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,34
עין חרוד (איחוד),89,531,405,1,404,200,1,0,1,0,0,1,12,0,1,11,0,3,33,23,0,0,2,0,0,0,87,0,0,0,0,0,1,26,0,0,1,0,1
עין חרוד (מאוחד),82,677,478,4,474,222,3,0,0,0,0,1,5,0,0,31,1,17,37,43,0,0,7,0,0,0,68,0,0,0,0,0,4,22,0,0,12,1,0
עין יהב,806,468,375,3,372,77,1,0,0,0,0,2,13,0,0,13,0,46,22,46,0,0,1,0,0,0,107,0,0,0,0,0,6,36,0,1,1,0,0
עין יעקב,813,582,433,3,430,64,1,0,0,0,0,0,2,0,0,69,0,23,101,14,0,0,5,0,0,0,49,3,0,0,1,0,1,12,0,0,22,3,60
עין כרמל,426,456,375,5,370,144,0,0,0,0,0,1,4,0,0,4,0,4,24,54,0,0,3,0,0,0,94,0,0,0,0,1,1,29,0,0,6,0,1
עין מאהל,532,7224,4433,65,4368,71,4,1055,0,4,1,1270,1,0,1,1,0,20,113,13,0,0,3,0,1694,0,3,2,0,0,0,4,7,9,2,6,1,0,83
עין נקובא,521,1231,611,40,571,30,1,150,1,2,2,28,0,0,0,2,0,1,6,13,1,0,0,0,153,0,2,0,0,0,0,2,4,4,5,1,0,1,162
עין עירון,223,361,296,0,296,71,0,1,0,0,0,5,20,0,1,10,0,4,14,44,0,0,0,0,0,0,86,0,0,0,2,0,5,25,0,0,7,1,0
עין צורים,622,749,627,2,625,23,5,0,0,0,0,0,0,0,0,396,0,0,39,3,0,0,89,0,0,0,23,6,0,0,0,0,16,10,0,0,2,0,13
עין ראפה,514,520,263,8,255,60,0,84,0,1,0,25,0,0,0,0,0,4,3,22,0,0,1,0,44,0,0,1,0,0,0,0,0,0,0,2,2,1,5
עין שמר,139,578,423,0,423,102,0,0,0,0,0,4,14,0,0,6,0,1,15,182,0,2,0,0,1,0,61,0,0,0,1,0,3,23,0,0,5,0,3
עין שריד,880,964,703,2,701,110,31,0,0,0,0,4,13,0,0,51,1,14,148,56,0,0,4,0,0,0,157,3,0,0,0,0,5,62,0,1,5,2,34
עין תמר,1251,124,96,0,96,12,0,0,0,0,0,0,1,0,0,12,0,1,20,3,0,0,0,0,0,0,27,0,0,0,0,0,0,19,0,0,1,0,0
עינת,871,482,408,2,406,159,0,0,0,0,0,1,5,0,0,6,0,7,12,80,0,0,2,0,0,0,95,0,0,0,0,0,7,23,0,0,9,0,0
עכו,7600,39907,22328,468,21860,1312,86,1440,5,23,17,1617,37,0,75,1718,202,629,7164,215,1,8,319,18,1670,21,1228,203,10,0,14,34,221,587,34,31,182,49,2690
עלומים,1146,318,268,0,268,11,2,0,0,0,0,0,0,0,0,165,0,4,43,1,0,0,10,0,0,0,14,0,0,0,0,0,10,5,0,0,1,0,2
עלי זהב,3727,397,281,3,278,7,0,0,0,0,0,0,0,0,1,110,0,4,107,3,0,0,12,0,0,0,18,1,0,0,0,2,2,1,0,0,1,0,9
עלי,3765,1711,1375,6,1369,9,9,1,0,0,0,0,0,0,2,975,7,3,179,1,0,0,123,3,0,0,6,1,0,0,2,0,6,1,0,0,6,0,35
עלמה,688,526,330,3,327,4,1,0,0,0,0,0,0,0,0,74,0,17,165,0,0,0,7,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,53
עלמון,3715,751,577,3,574,25,0,0,0,0,0,0,5,0,1,94,1,4,271,5,0,1,23,1,0,0,96,1,0,0,0,0,12,17,0,0,5,3,9
עמוקה,1212,167,116,2,114,50,0,0,0,0,0,1,2,0,0,5,0,0,8,24,0,0,1,0,0,0,13,0,0,0,0,0,0,6,0,0,2,1,1
עמינדב,779,589,442,1,441,81,3,0,0,1,0,2,3,0,0,49,0,17,121,51,0,0,3,0,0,0,61,0,0,0,0,0,10,20,1,1,3,0,14
עמיעד,385,416,275,1,274,120,0,0,0,0,0,1,5,0,0,3,0,2,14,40,0,0,0,0,0,0,43,0,0,0,0,0,1,38,0,0,6,0,1
עמיעוז,318,201,121,2,119,5,2,0,0,0,0,0,1,0,1,18,0,9,30,1,0,0,1,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,34
עמיקם,773,430,325,1,324,46,0,0,0,0,0,1,10,0,0,13,0,12,65,45,0,0,0,0,0,1,85,0,0,0,0,0,9,30,0,0,5,0,2
עמיר,319,471,346,2,344,115,0,0,1,0,1,2,15,0,0,4,0,0,9,127,0,0,1,0,0,0,36,0,0,0,0,0,3,24,0,0,2,4,0
עמנואל,3660,1768,1305,5,1300,7,335,0,1,0,0,0,0,0,0,65,0,0,23,0,0,0,179,0,0,0,1,99,0,0,0,5,12,1,0,1,6,0,565
עמקה,708,467,333,6,327,7,2,0,0,0,0,1,0,0,0,86,0,9,110,1,0,0,4,0,0,0,20,44,2,0,0,2,14,10,0,0,2,1,12
ענב,3712,434,358,0,358,1,0,0,0,0,0,0,0,0,0,193,0,2,39,0,0,0,55,0,0,0,7,10,0,0,0,2,0,0,0,0,4,0,45
עספיא,534,7817,3897,57,3840,290,8,277,0,3,0,289,3,0,3,13,0,1388,769,166,2,0,1,6,142,2,116,8,0,0,2,5,5,225,4,9,59,3,42
עפולה,7700,34280,19614,336,19278,1645,215,7,4,22,7,17,69,0,39,1934,233,440,8245,236,7,6,482,18,10,8,2185,231,13,0,42,23,240,866,34,7,268,53,1672
עץ אפרים,3778,601,478,0,478,12,3,0,0,1,0,0,0,0,2,138,0,3,166,5,0,0,25,0,0,0,48,14,0,0,1,0,6,10,0,0,3,1,40
עצמון שגב,917,775,587,0,587,191,0,0,0,0,0,3,8,0,0,20,0,16,51,125,0,0,0,0,0,0,130,0,0,0,0,0,1,35,0,0,1,1,5
עראבה,531,13256,7939,53,7886,47,16,1754,1,0,2,2786,0,0,2,2,1,16,71,52,0,0,0,0,2997,3,12,0,0,0,0,2,11,60,12,6,7,4,22
עראמשה,1246,881,240,6,234,68,0,14,0,1,0,16,0,0,0,4,1,9,3,4,0,1,0,0,47,0,1,0,0,0,0,1,1,11,0,2,0,0,50
ערב אל נעים,1335,341,234,10,224,2,0,7,0,0,0,30,0,0,0,1,0,0,109,1,0,1,0,1,53,1,1,0,0,0,0,3,8,1,1,2,1,0,1
ערד,2560,20736,11609,241,11368,1273,1469,19,3,34,12,24,96,0,25,719,224,135,3808,303,4,7,215,9,35,3,1605,28,13,0,12,20,157,579,11,17,196,33,280
ערוגות,593,607,475,2,473,134,2,0,0,1,0,0,3,0,0,19,0,13,91,27,0,0,6,0,0,0,122,4,1,0,0,0,6,26,0,0,8,1,9
ערערה,637,10824,5751,42,5709,123,2,1893,0,0,3,1280,1,0,1,5,1,47,6,167,0,1,3,1,1944,0,1,4,1,0,0,1,14,7,3,37,7,2,154
ערערה-בנגב,1192,5796,3798,14,3784,11,0,36,0,0,1,1,0,0,1,5,0,3,23,5,1,3,2,0,3647,1,8,2,0,0,2,0,1,4,7,1,2,0,17
עשרת,591,820,631,2,629,139,0,0,0,0,0,1,6,0,0,24,0,24,76,75,0,1,4,0,0,0,184,0,0,0,0,0,5,79,1,0,8,1,1
עתלית,53,4407,2941,22,2919,450,4,0,0,0,0,16,22,0,2,260,9,53,778,84,1,0,43,0,1,0,649,16,1,0,2,2,51,209,1,0,37,7,221
עתניאל,3748,351,300,0,300,3,2,0,0,0,0,0,0,0,0,165,0,1,42,0,0,0,72,0,0,0,1,3,0,0,0,1,3,0,0,0,1,0,6
פארן,1151,349,257,0,257,40,0,0,0,0,0,0,1,0,0,13,0,7,13,38,0,0,0,0,0,0,86,0,0,0,0,0,3,53,0,0,2,1,0
פדואל,3768,658,589,0,589,3,1,0,0,0,0,0,2,0,0,460,0,0,46,0,0,0,62,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,8
פדויים,750,283,181,0,181,6,3,0,0,0,0,0,1,0,0,38,0,8,60,1,0,0,7,0,0,0,9,5,0,0,0,1,4,4,0,0,2,0,32
פדיה,838,500,363,4,359,30,1,0,0,0,0,0,1,0,0,30,0,9,179,4,0,0,8,0,0,0,31,0,0,0,0,0,5,11,2,0,2,0,46
פוריה - כפר עבודה,1104,256,152,1,151,9,0,0,0,0,0,0,0,0,0,31,0,3,60,0,0,0,1,0,0,0,23,8,0,0,0,0,0,1,0,0,2,0,13
פוריה - נווה עובד,1105,870,550,5,545,46,3,0,0,0,1,0,3,0,1,116,0,6,203,6,0,0,16,0,0,0,51,6,0,0,0,0,17,20,0,0,5,0,45
פוריה עילית,1313,617,372,10,362,49,1,0,0,0,0,1,3,0,0,35,0,16,117,20,0,0,7,0,0,0,60,0,0,0,0,0,12,27,1,0,5,0,8
פוריידיס,537,7192,3062,45,3017,124,2,530,0,1,1,132,4,0,1,4,1,8,465,232,1,1,2,4,1431,1,4,0,0,0,2,1,6,40,0,8,3,3,5
פורת,767,772,463,4,459,5,6,0,0,0,0,0,1,0,47,54,6,72,71,0,0,0,7,0,0,0,13,5,0,0,0,0,3,5,0,0,13,1,150
פטיש,749,561,391,1,390,15,1,0,0,0,0,0,1,0,0,66,0,47,69,0,1,0,4,0,1,0,5,3,0,0,0,0,8,17,0,0,2,0,150
פלמחים,597,544,376,2,374,155,0,0,0,0,0,2,8,0,0,6,0,3,17,89,0,0,1,0,0,0,56,1,0,0,0,0,3,28,0,0,3,1,1
פני חבר,3723,163,136,0,136,0,0,0,0,0,0,0,1,0,0,97,0,0,8,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
פסגות,3659,901,798,4,794,1,1,0,0,0,0,0,0,0,0,618,0,1,92,2,0,0,61,0,0,1,1,2,0,0,0,0,5,0,0,0,1,2,6
פסוטה,535,2347,1151,12,1139,48,0,328,1,1,0,426,1,0,0,4,0,14,8,177,0,0,0,0,29,0,12,0,0,0,1,1,2,17,1,0,2,0,66
"פעמי תש""ז",2059,303,207,3,204,22,1,0,0,0,0,0,0,0,0,12,1,12,43,3,0,0,0,0,0,0,7,13,0,0,1,0,4,2,1,0,4,0,78
פצאל,3615,224,157,0,157,20,0,0,0,0,0,0,8,0,0,22,1,6,55,0,0,0,2,0,0,0,25,0,0,0,1,0,1,14,0,0,1,0,1
פקיעין (בוקייעה),536,3813,2412,29,2383,89,0,264,0,0,0,739,0,0,0,21,0,65,842,32,0,0,0,1,8,0,32,0,0,0,0,0,2,181,5,1,11,0,90
פקיעין חדשה,281,256,169,1,168,4,0,0,0,0,0,0,0,0,0,16,0,1,36,0,0,0,6,0,0,0,9,2,0,0,0,0,6,8,0,0,0,0,80
פרדס חנה-כרכור,7800,25286,16520,162,16358,2775,99,6,1,10,6,86,343,0,26,1394,122,347,4385,1141,5,7,162,16,3,7,2809,149,6,0,13,19,252,882,11,22,206,39,1009
פרדסיה,171,4689,3545,15,3530,693,8,0,1,3,0,7,40,0,8,220,1,99,649,163,1,0,32,0,0,1,1074,44,2,0,7,0,57,265,0,0,35,13,107
פרוד,599,270,177,1,176,78,2,0,0,1,0,1,4,0,0,9,0,5,14,24,0,0,0,0,0,0,10,0,0,0,0,0,3,15,0,2,4,3,1
